Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PT MR,2PT%3PT,%PTSFBPS,%PTSFT,%PTSOFFTO,%PTSPITP,2FGM%AST,%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
Rodney Stuckey,30,IND,NBA,2016-17,39,0,696,91,244,72,184,19,60,80,107,6,78,84,84,16,0,53,44,281,0.373,0.391,0.317,0.412,0.748,0.483,75.4,24.6,51.2,23.5,20.3,15.3,28.5,11.4,27.8,18.1,81.9,78.9,21.1,30.8,69.2,2.3,6.3,37.3,0.5,1.5,31.7,2.1,2.7,74.8,0.2,2,2.2,2.2,1.4,0.4,0,1.1,0,0,-0.9
Jared Sullinger,24,TOR,NBA,2016-17,11,1,118,15,48,12,30,3,18,4,8,10,17,27,3,4,1,4,17,37,0.313,0.4,0.167,0.344,0.5,0.359,61.7,38.3,64.9,16.2,24.3,0,10.8,21.6,48.6,83.3,16.7,66.7,33.3,80,20,1.4,4.3,31.9,0.3,1.6,16.7,0.4,0.7,50,0.9,1.5,2.5,0.3,0.4,0.4,0.1,1.5,0,0,-2.7
Walter Tavares,24,ATL,NBA,2016-17,1,0,4,1,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,2,1,1,,1,0,0.532,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Jeff Teague,28,IND,NBA,2016-17,75,75,2418,370,833,290,609,80,224,320,370,32,281,313,584,95,32,204,154,1140,0.444,0.476,0.357,0.492,0.865,0.572,72.2,27.8,49.7,10,21.9,10.9,28.4,13.4,39.7,9.6,90.4,60.7,39.3,21.2,78.8,4.9,11.2,43.9,1.1,3.1,35.9,4.3,5,87,0.4,3.7,4.1,7.8,2.7,1.2,0.4,2,16,0,0.3
Mirza Teletovic,31,MIL,NBA,2016-17,63,2,1005,143,376,49,102,94,274,33,43,11,136,147,44,11,12,35,99,413,0.38,0.48,0.343,0.505,0.767,0.523,26.9,73.1,23,8.1,69.6,16.9,7.4,14.4,14.9,74.5,25.5,97.1,2.9,89.6,10.4,2.3,6,38,1.5,4.4,34.8,0.5,0.6,76.7,0.2,2.2,2.3,0.7,0.5,0.2,0.2,1.5,0,0,1.5
Garrett Temple,30,SAC,NBA,2016-17,61,19,1616,170,396,94,193,76,203,57,73,30,137,167,156,74,26,72,135,473,0.429,0.487,0.374,0.525,0.781,0.552,48.7,51.3,39.9,12.5,48.4,17.5,11.7,20,27.4,51.5,48.5,91.3,8.8,69.3,30.7,2.8,6.6,42.1,1.3,3.4,36.7,0.9,1.2,78.4,0.5,2.3,2.8,2.5,1.2,1.3,0.4,2.2,0,0,-2.8
Jason Terry,39,MIL,NBA,2016-17,67,0,1242,93,219,29,64,64,155,24,29,15,83,98,89,42,19,30,89,274,0.425,0.453,0.413,0.571,0.828,0.591,29.9,70.1,21.4,4.1,70.3,11,8.3,14.5,17.2,58.1,41.9,94.1,5.9,82.8,17.2,1.4,3.3,42.3,0.9,2.3,41.5,0.3,0.4,82.8,0.2,1.2,1.4,1.3,0.5,0.6,0.3,1.3,0,0,1.3
Isaiah Thomas,27,BOS,NBA,2016-17,69,69,2354,624,1349,401,765,223,584,541,593,36,145,181,408,64,8,187,156,2012,0.463,0.524,0.382,0.545,0.912,0.625,56.3,43.7,39.6,6.7,33.5,15,26.9,13.2,33,34.1,65.9,60.6,39.4,43.6,56.4,9,19.5,46.4,3.3,8.5,38.3,7.8,8.6,90.9,0.5,2.1,2.7,5.9,2.8,0.9,0.2,2.2,5,0,3.5
Lance Thomas,28,NYK,NBA,2016-17,46,15,968,97,244,59,159,38,85,43,51,32,111,143,35,21,5,25,85,275,0.398,0.371,0.447,0.475,0.843,0.516,65.2,34.8,42.9,16,41.5,5.1,15.6,11.6,26.9,44.1,55.9,97.4,2.6,64.9,35.1,2.1,5.3,39.8,0.8,1.8,44.7,0.9,1.1,84.3,0.7,2.4,3.1,0.8,0.5,0.5,0.1,1.8,1,0,-4.4
Hollis Thompson,25,TOT,NBA,2016-17,40,9,752,77,200,45,105,32,95,19,29,19,92,111,35,20,6,11,69,205,0.385,0.429,0.337,0.465,0.655,0.482,52.5,47.5,43.9,9.8,46.8,6.3,9.3,9.8,34.1,73.3,26.7,96.9,3.1,83.1,16.9,1.9,5,38.5,0.8,2.4,33.7,0.5,0.7,65.5,0.5,2.3,2.8,0.9,0.3,0.5,0.2,1.7,0,0,-1.8
Klay Thompson,26,GSW,NBA,2016-17,72,72,2457,596,1262,349,671,247,591,165,194,45,217,262,144,58,35,122,129,1604,0.472,0.52,0.418,0.57,0.851,0.595,52.9,47.1,43.1,19.1,46.3,19,10.6,18,24,75.3,24.7,95.5,4.5,83.8,16.2,8.3,17.7,46.9,3.5,8.3,41.6,2.4,2.8,85.5,0.6,3.1,3.7,2.1,1.7,0.8,0.5,1.8,0,0,10.3
Tristan Thompson,25,CLE,NBA,2016-17,73,73,2182,241,404,241,401,0,3,102,202,269,413,682,76,36,82,60,166,584,0.597,0.601,0,0.597,0.505,0.592,99.3,0.7,82.9,2.3,0,9.8,17.1,11.6,80.6,70.8,29.2,0,0,70.8,29.2,3.3,5.6,59.6,0,0,0,1.4,2.7,50.2,3.7,5.6,9.2,1,0.8,0.5,1.1,2.3,19,0,1.9
Marcus Thornton,29,WAS,NBA,2016-17,33,1,575,84,210,56,130,28,80,23,27,22,54,76,40,19,3,25,48,219,0.4,0.431,0.35,0.467,0.852,0.494,61.9,38.1,51.1,14.6,38.4,6.4,10.5,13.7,36.5,48.2,51.8,75,25,57.1,42.9,2.5,6.4,40,0.8,2.4,35,0.7,0.8,85.2,0.7,1.6,2.3,1.2,0.8,0.6,0.1,1.5,0,0,-4.5
Mike Tobey,22,CHO,NBA,2016-17,2,0,25,1,4,1,4,0,0,0,0,2,1,3,1,0,0,1,2,2,0.25,0.25,,0.25,,0.25,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100,0.5,2,25,0,0,0,0,0,0,1,0.5,1.5,0.5,0.5,0,0,1,0,0,-8.5
Anthony Tolliver,31,SAC,NBA,2016-17,61,9,1387,147,329,59,112,88,217,51,68,50,174,224,67,32,15,52,102,433,0.447,0.527,0.406,0.581,0.75,0.603,34.9,65.1,29,4.5,58.8,5.6,12.2,14,24.5,64.6,35.4,100,0,85,15,2.4,5.4,44.1,1.4,3.5,38.9,0.9,1.2,73.3,0.8,2.8,3.6,1.2,0.9,0.5,0.3,1.7,1,0,-1.5
Axel Toupane,24,MIL,NBA,2016-17,2,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-4.5
Karl-Anthony Towns,21,MIN,NBA,2016-17,73,73,2695,701,1309,614,1063,87,246,309,374,265,620,885,198,47,98,190,213,1798,0.536,0.578,0.354,0.569,0.826,0.61,81.6,18.4,68.2,12.1,14.3,5.8,17.5,13.5,56.1,59.4,40.6,95.8,4.2,63.8,36.2,9.8,18,54.1,1.2,3.3,36.2,4.4,5.3,83,3.6,8.5,12.2,2.7,2.6,0.7,1.3,3,60,1,-0.5
P.J Tucker,31,TOT,NBA,2016-17,75,21,2095,187,451,125,271,62,180,70,91,112,329,441,95,110,19,63,179,506,0.415,0.461,0.344,0.483,0.769,0.515,59.4,40.6,47.8,8.1,38.9,18.1,13.3,19.8,39.6,45.7,54.3,98.6,1.4,64.3,35.7,2.5,6,41.5,0.9,2.4,35.9,0.9,1.2,77.4,1.5,4.4,5.9,1.2,0.8,1.5,0.2,2.4,3,0,-1
Evan Turner,28,POR,NBA,2016-17,57,10,1458,207,485,179,381,28,104,76,91,33,183,216,178,45,18,88,103,518,0.427,0.47,0.269,0.456,0.835,0.493,78.2,21.8,69.1,27.7,16,10.3,14.9,9.9,41.5,17.9,82.1,90,10,27.6,72.4,3.6,8.4,42.7,0.5,1.8,26.1,1.3,1.6,82.4,0.6,3.2,3.8,3.1,1.5,0.8,0.4,1.9,2,0,-2.9
Myles Turner,20,IND,NBA,2016-17,74,74,2301,409,803,372,694,37,109,225,280,124,407,531,97,68,156,96,242,1080,0.509,0.536,0.339,0.532,0.804,0.583,86.5,13.5,68.8,25.2,10.6,5.4,20.7,13.6,43.6,81.8,18.2,97.5,2.5,83.3,16.7,5.5,10.7,50.9,0.5,1.4,35.1,3,3.7,80.2,1.7,5.5,7.2,1.3,1.3,0.9,2.1,3.2,14,0,1.5
Beno Udrih,34,DET,NBA,2016-17,34,0,465,73,161,63,132,10,29,26,28,5,42,47,100,9,0,31,23,182,0.453,0.477,0.345,0.484,0.929,0.525,83.8,16.2,71.4,34.4,14.5,12.3,14.1,9.7,37,13.6,86.4,54.5,45.5,18.5,81.5,2.4,5.1,46.7,0.3,0.8,34.4,0.8,0.9,94.1,0.2,1.3,1.5,3.4,0.9,0.3,0,0.7,0,0,2.2
Tyler Ulis,21,PHO,NBA,2016-17,54,8,856,128,323,117,273,11,50,37,48,13,56,69,172,43,4,58,58,304,0.396,0.429,0.22,0.413,0.771,0.442,82.8,17.2,74.8,41.2,12.9,15.6,12.2,12.5,33.6,11.5,88.5,55.6,44.4,16.1,83.9,2.9,6.9,42.2,0.3,1.2,25.4,0.9,1.1,78.5,0.3,1.2,1.5,3.7,1.3,0.8,0.1,1.2,6,0,-2
Jarrod Uthoff,23,DAL,NBA,2016-17,3,0,7,1,4,1,4,0,0,0,0,2,1,3,1,0,1,0,2,2,0.25,0.25,,0.25,,0.25,76.7,23.3,66.7,25,25,8.3,8.3,0,41.7,62.5,37.5,50,50,60,40,1.4,4.3,33.3,0.3,1,28.6,0.3,0.4,66.7,1.1,1.4,2.6,0.6,0.4,0.3,0.4,0.9,0,0,-8.1
Jonas Valanciunas,24,TOR,NBA,2016-17,73,73,1890,353,640,353,640,0,0,166,202,208,488,696,50,32,57,99,201,872,0.552,0.552,,0.552,0.822,0.598,99.9,0.1,81.4,14.2,0,3,18.6,11.9,67.2,61.3,38.7,0,0,61.3,38.7,4.9,8.8,55.6,0,0,0,2.2,2.7,81.1,2.8,6.7,9.5,0.7,1.3,0.5,0.8,2.7,29,0,1.2
Denzel Valentine,23,CHI,NBA,2016-17,49,0,821,86,243,25,66,61,177,11,14,9,121,130,55,27,4,42,69,244,0.354,0.379,0.345,0.479,0.786,0.49,28,72,20,6.4,75,13.2,5,16.1,13.6,50,50,91.4,8.6,79.6,20.4,1.8,5.1,34.8,1.3,3.7,34.5,0.3,0.3,77.8,0.2,2.5,2.7,1.1,0.9,0.5,0.1,1.5,1,0,-0.8
Fred VanVleet,22,TOR,NBA,2016-17,33,0,260,34,98,24,72,10,26,17,20,4,33,37,28,16,2,14,31,95,0.347,0.333,0.385,0.398,0.85,0.445,73.1,26.9,51,13.7,32.4,16.7,16.7,28.4,37.3,26.9,73.1,81.8,18.2,43.2,56.8,1,2.9,35.6,0.3,0.8,39.3,0.5,0.6,85,0.1,0.9,1.1,0.8,0.4,0.4,0.1,0.9,0,0,1.6
Anderson Varejao,34,GSW,NBA,2016-17,14,1,92,5,14,5,14,0,0,8,11,12,15,27,10,3,3,8,16,18,0.357,0.357,,0.357,0.727,0.478,100,0,55.6,11.1,0,22.2,44.4,11.1,44.4,60,40,0,0,60,40,0.4,1,35.7,0,0,0,0.6,0.8,72.7,0.9,1.1,1.9,0.7,0.6,0.2,0.2,1.1,0,0,-2.1
Greivis Vasquez,30,BRK,NBA,2016-17,3,0,39,2,8,1,5,1,3,2,3,0,2,2,5,1,1,1,6,7,0.25,0.2,0.333,0.313,0.667,0.376,62.5,37.5,28.6,28.6,42.9,71.4,28.6,42.9,0,0,100,0,100,0,100,0.7,2.7,25,0.3,1,33.3,0.7,1,66.7,0,0.7,0.7,1.7,0.3,0.3,0.3,2,0,0,-4.3
Rashad Vaughn,20,MIL,NBA,2016-17,35,1,371,44,122,22,54,22,68,1,2,2,43,45,15,14,9,9,25,111,0.361,0.407,0.324,0.451,0.5,0.452,45.4,54.6,42.2,15.6,56.3,8.6,1.6,16.4,26.6,66.7,33.3,83.3,16.7,74.5,25.5,1.3,3.6,36.2,0.6,2,31.2,0.1,0.1,50,0.1,1.1,1.2,0.5,0.2,0.4,0.2,0.7,0,0,-1.3
Noah Vonleh,21,POR,NBA,2016-17,66,33,1039,105,226,98,206,7,20,46,78,99,220,319,23,24,20,57,127,263,0.465,0.476,0.35,0.48,0.59,0.505,92.1,7.9,73.9,13.9,6.9,2.6,19.1,8.3,60.1,60.7,39.3,85.7,14.3,62.2,37.8,1.7,3.5,47,0.1,0.3,35,0.8,1.3,63.7,1.6,3.4,5,0.4,0.9,0.4,0.4,2.1,2,0,-1
Nikola Vucevic,26,ORL,NBA,2016-17,68,48,1960,436,930,417,862,19,68,106,158,162,546,708,190,68,68,110,162,997,0.469,0.484,0.279,0.479,0.671,0.499,92.8,7.2,84.4,35.3,5.6,3.5,10,13.1,49.1,61.2,38.8,100,0,62.9,37.1,6.4,13.7,46.8,0.3,1,27.8,1.5,2.2,67.1,2.3,8.1,10.4,2.8,1.6,1,1,2.4,36,0,-1.8
Sasha Vujacic,32,NYK,NBA,2016-17,35,2,262,28,83,13,36,15,47,14,17,3,32,35,25,9,2,12,27,85,0.337,0.361,0.319,0.428,0.824,0.47,45.7,54.3,32.5,27.4,53.8,12,13.7,14.5,5.1,57.9,42.1,76.2,23.8,67.5,32.5,1,3.1,31.5,0.5,1.7,30.4,0.4,0.5,72.7,0.2,1.1,1.4,1.1,0.3,0.3,0,0.9,0,0,-0.5
Dwyane Wade,35,CHI,NBA,2016-17,57,56,1723,401,925,356,782,45,143,215,271,61,195,256,221,86,38,125,107,1062,0.434,0.455,0.315,0.458,0.793,0.509,84.5,15.5,67.1,27.1,12.5,18.7,20.4,17.7,40,33,67,64.4,35.6,36.5,63.5,7,16.1,43.4,0.8,2.5,31,3.8,4.7,79.6,1.1,3.4,4.5,3.8,2.2,1.5,0.7,1.9,2,0,-1.6
Dion Waiters,25,MIA,NBA,2016-17,46,43,1384,281,664,196,448,85,216,82,127,18,136,154,200,41,20,103,95,729,0.423,0.438,0.394,0.487,0.646,0.506,67.6,32.4,53.8,17,35,13.3,11.2,14.3,36.8,19.4,80.6,80,20,37.7,62.3,6.1,14.4,42.4,1.8,4.7,39.5,1.8,2.8,64.6,0.4,2.9,3.3,4.3,2.2,0.9,0.4,2.1,2,0,1.8
Kemba Walker,26,CHO,NBA,2016-17,74,74,2558,598,1346,379,798,219,548,277,326,44,251,295,406,77,21,159,111,1692,0.444,0.475,0.4,0.526,0.85,0.568,58.5,41.5,44,13.3,39.3,10.1,16.6,14.6,30.7,20.1,79.9,51.3,48.8,31.7,68.3,8.1,18.3,44.4,3,7.6,39.9,3.8,4.5,84.7,0.6,3.3,3.9,5.5,2.1,1.1,0.3,1.5,8,0,2.4
John Wall,26,WAS,NBA,2016-17,73,73,2668,615,1353,535,1097,80,256,401,497,56,253,309,786,149,47,303,142,1711,0.455,0.488,0.313,0.484,0.807,0.544,81,19,61.8,18.9,14.8,25.6,23.4,17.9,42.9,14,86,62.9,37.1,20.7,79.3,8.3,18.4,45.1,1.1,3.5,32.7,5.4,6.8,80.1,0.8,3.4,4.2,10.7,4.1,2,0.6,1.9,50,0,3.2
Taurean Waller-Prince,22,ATL,NBA,2016-17,52,3,781,87,222,61,143,26,79,62,73,22,112,134,40,36,25,51,74,262,0.392,0.427,0.329,0.45,0.849,0.516,64.1,35.9,46.8,9.5,30.4,21.8,22.8,23.7,37.3,63.5,36.5,87.5,12.5,70.8,29.2,1.9,4.7,39.3,0.6,1.7,33,1.3,1.6,80,0.4,2.3,2.7,0.9,1.1,0.7,0.5,1.6,0,0,-0.8
T.J Warren,23,PHO,NBA,2016-17,60,53,1844,359,732,338,640,21,92,107,136,112,180,292,69,70,36,53,163,846,0.49,0.528,0.228,0.505,0.787,0.534,87.9,12.1,79.4,22.4,8,23.5,12.6,16.6,57,54,46,92,8,56.4,43.6,6.1,12.2,49.9,0.4,1.5,26,1.8,2.3,77.6,1.9,3.2,5.1,1.1,0.9,1.1,0.6,2.7,5,0,-4
C.J Watson,32,ORL,NBA,2016-17,59,9,960,92,231,61,132,31,99,54,62,13,69,82,102,42,2,44,78,269,0.398,0.462,0.313,0.465,0.871,0.521,57.7,42.3,45.6,22.8,34.2,23.5,20.3,18.5,22.8,48.4,51.6,65.6,34.4,54.2,45.8,1.5,4,38.7,0.5,1.7,30.5,0.9,1.1,86.4,0.3,1.2,1.4,1.8,0.8,0.7,0,1.4,0,0,-3
Briante Weber,24,TOT,NBA,2016-17,17,0,153,21,46,21,40,0,6,7,10,6,15,21,16,10,1,5,12,49,0.457,0.525,0,0.457,0.7,0.486,87.2,12.8,85.7,8.2,0,22.4,14.3,42.9,77.6,38.1,61.9,0,0,38.1,61.9,1.2,2.6,44.7,0,0.3,0,0.4,0.6,70,0.4,0.8,1.2,0.9,0.3,0.6,0.1,0.7,0,0,-1.7
David West,36,GSW,NBA,2016-17,61,0,747,117,218,114,210,3,8,36,49,36,144,180,133,39,42,61,90,273,0.537,0.543,0.375,0.544,0.735,0.57,96.7,3.3,83,35.3,2.9,5.6,14.1,12.1,47.7,79.5,20.5,100,0,80,20,2,3.6,54.2,0,0.1,37.5,0.7,0.8,76.8,0.7,2.3,3,2.2,1.1,0.6,0.7,1.5,0,0,2.1
Russell Westbrook,28,OKC,NBA,2016-17,74,74,2572,759,1784,586,1269,173,515,660,786,123,658,781,769,123,29,398,174,2351,0.425,0.462,0.336,0.474,0.84,0.552,70.1,29.9,48.8,16.8,23.4,21.2,27.8,14.9,32,13.6,86.4,35.2,64.8,18.9,81.1,10.3,24.1,42.6,2.5,7.2,34.4,8.9,10.5,84.5,1.7,9,10.7,10.4,5.4,1.7,0.4,2.4,62,42,3.2
Okaro White,24,MIA,NBA,2016-17,28,0,389,29,70,18,45,11,25,20,22,25,50,75,16,8,8,16,47,89,0.414,0.4,0.44,0.493,0.909,0.558,61.7,38.3,41.7,8.3,37.5,9.4,20.8,11.5,33.3,70,30,100,0,81.3,18.8,1,2.5,39.5,0.4,0.9,38.7,0.6,0.7,90.9,0.8,1.7,2.5,0.6,0.5,0.3,0.3,1.5,0,0,1.8
Isaiah Whitehead,21,BRK,NBA,2016-17,66,26,1481,189,466,147,333,42,133,86,106,25,138,163,172,39,33,131,162,506,0.406,0.441,0.316,0.451,0.811,0.494,70.8,29.2,58.6,7.5,24.2,18.8,17.1,14.7,51.1,30.8,69.2,86,14,42.7,57.3,2.8,6.9,40.6,0.6,2,30.1,1.3,1.6,82,0.5,2.1,2.5,2.6,1.9,0.6,0.5,2.4,1,0,-1.2
Hassan Whiteside,27,MIA,NBA,2016-17,70,70,2284,491,879,491,879,0,0,192,309,264,719,983,50,51,147,141,204,1174,0.559,0.559,,0.559,0.621,0.578,100,0,83,8.6,0,2.2,17,12.2,74.5,58.2,41.8,0,0,58.2,41.8,7,12.6,55.6,0,0,0,2.9,4.5,62.9,3.8,10.2,14,0.7,2,0.7,2.1,2.9,56,0,1.3
Andrew Wiggins,21,MIN,NBA,2016-17,73,73,2719,618,1373,530,1125,88,248,356,470,93,202,295,172,73,28,170,164,1680,0.45,0.471,0.355,0.482,0.757,0.532,81.7,18.3,62.8,23.3,15.8,11.6,21.3,14.1,39.5,41.3,58.7,75,25,46.2,53.8,8.7,19.1,45.4,1.3,3.5,35.7,5.1,6.6,76.4,1.3,2.8,4,2.3,2.3,1,0.4,2.2,1,0,0.3
C.J Wilcox,26,ORL,NBA,2016-17,22,0,108,8,31,5,16,3,15,2,2,4,8,12,12,2,1,6,8,21,0.258,0.313,0.2,0.306,1,0.329,51.6,48.4,47.6,38.1,42.9,23.8,9.5,0,9.5,60,40,100,0,75,25,0.4,1.4,25.8,0.1,0.7,20,0.1,0.1,100,0.2,0.4,0.5,0.5,0.3,0.1,0,0.4,0,0,-0.8
Alan Williams,24,PHO,NBA,2016-17,40,0,573,112,217,112,216,0,1,51,85,75,166,241,19,22,29,33,106,275,0.516,0.519,0,0.516,0.6,0.54,99.6,0.4,78.9,3,0,13.9,21.1,10.8,75.9,72.5,27.5,0,0,72.5,27.5,2.8,5.6,51,0,0,0,1.5,2.4,62.5,2,4.1,6.1,0.5,0.8,0.6,0.7,2.6,14,0,0.4
Deron Williams,32,TOT,NBA,2016-17,55,42,1475,235,534,161,327,74,207,82,98,14,115,129,325,29,6,117,121,626,0.44,0.492,0.357,0.509,0.837,0.542,61.2,38.8,51.5,24.4,35.2,6.4,13.3,14.5,27.1,21.3,78.7,75.3,24.7,38.2,61.8,4,9.2,43.2,1.2,3.6,34.8,1.4,1.7,83.7,0.2,2,2.2,5.6,2,0.5,0.1,2.1,3,0,-1.1
Derrick Williams,25,TOT,NBA,2016-17,44,11,746,102,232,75,140,27,92,56,87,19,104,123,25,14,7,26,58,287,0.44,0.536,0.293,0.498,0.644,0.531,60.2,39.8,52.4,14.3,28.6,19,19,13.3,38.1,70.1,29.9,96.4,3.6,77.1,22.9,2.2,4.9,44.5,0.6,2,29.8,1.2,1.8,64.4,0.4,2.2,2.6,0.5,0.6,0.3,0.1,1.2,0,0,-1.1
Lou Williams,30,TOT,NBA,2016-17,74,1,1793,400,914,243,506,157,408,363,413,20,151,171,223,77,19,144,87,1320,0.438,0.48,0.385,0.524,0.879,0.602,55.5,44.5,37.5,7.5,34.4,15.9,28.1,12.5,30,24.5,75.5,59.9,40.1,37.9,62.1,5.3,12.4,43.2,2,5.5,36.8,5,5.7,87.9,0.3,2.1,2.5,2.9,2,1,0.2,1.2,0,0,0.9
Marvin Williams,30,CHO,NBA,2016-17,69,69,2101,282,656,167,329,115,327,123,142,82,371,453,101,50,42,51,124,802,0.43,0.508,0.352,0.518,0.866,0.558,49.6,50.4,40.9,7.4,43.7,9,15.4,14.3,33.5,71.3,28.7,97.5,2.5,82.3,17.7,4,9.3,42.5,1.6,4.7,35.1,1.7,2,87.2,1.1,5.5,6.6,1.4,0.8,0.8,0.7,1.8,11,0,-0.1
Reggie Williams,30,NOP,NBA,2016-17,6,0,79,8,23,3,12,5,11,6,7,2,4,6,4,3,0,0,2,27,0.348,0.25,0.455,0.457,0.857,0.518,52.2,47.8,22.2,7.4,55.6,11.1,22.2,7.4,14.8,33.3,66.7,80,20,62.5,37.5,1.3,3.8,34.8,0.8,1.8,45.5,1,1.2,85.7,0.3,0.7,1,0.7,0,0.5,0,0.3,0,0,-4
Troy Williams,22,MEM,NBA,2016-17,24,13,418,51,122,41,81,10,41,15,25,6,39,45,19,24,9,27,42,127,0.418,0.506,0.244,0.459,0.6,0.477,62.6,37.4,59.5,4.8,30.4,33.9,10.1,31.5,54.8,44,56,94.1,5.9,56.7,43.3,2.4,5.5,43.2,0.6,2.1,29.3,0.6,1,60.7,0.5,1.8,2.3,0.9,1,1,0.3,2,0,0,-1.7
Kyle Wiltjer,24,HOU,NBA,2016-17,12,0,38,4,13,0,1,4,12,1,2,4,6,10,2,3,1,4,3,13,0.308,0,0.333,0.462,0.5,0.468,7.1,92.9,0,0,92.3,0,7.7,23.1,0,0,0,75,25,75,25,0.3,1.1,28.6,0.3,1,30.8,0.1,0.2,50,0.3,0.5,0.8,0.2,0.4,0.2,0.1,0.3,0,0,-2.5
Justise Winslow,20,MIA,NBA,2016-17,18,15,625,80,225,73,190,7,35,29,47,23,71,94,66,27,6,33,52,196,0.356,0.384,0.2,0.371,0.617,0.399,84.4,15.6,74.5,15.3,10.7,17.3,14.8,21.9,59.2,39.7,60.3,100,0,45,55,4.4,12.5,35.6,0.4,1.9,20,1.6,2.6,61.7,1.3,3.9,5.2,3.7,1.8,1.4,0.3,2.9,1,0,-0.3
Jeff Withey,26,UTA,NBA,2016-17,45,1,388,45,88,45,87,0,1,30,38,44,63,107,6,15,27,14,48,120,0.511,0.517,0,0.511,0.789,0.573,99,1,75.5,4.2,0,4.9,24.5,10.5,71.3,59.3,40.7,0,0,59.3,40.7,1.1,2,53.5,0,0,0,0.7,0.9,76.1,1,1.4,2.4,0.1,0.3,0.3,0.6,1,0,0,-0.5
Christian Wood,21,CHO,NBA,2016-17,12,0,94,10,20,10,15,0,5,11,13,13,13,26,2,3,6,6,10,31,0.5,0.667,0,0.5,0.846,0.603,75,25,64.5,0,0,6.5,35.5,19.4,64.5,60,40,0,0,60,40,0.8,1.7,50,0,0.4,0,0.9,1.1,84.6,1.1,1.1,2.2,0.2,0.5,0.3,0.5,0.8,0,0,2.1
Metta World Peace,37,LAL,NBA,2016-17,20,1,88,6,29,4,12,2,17,7,12,3,8,11,7,3,2,4,13,21,0.207,0.333,0.118,0.241,0.583,0.306,42.2,57.8,33.3,11.1,41.7,13.9,25,5.6,22.2,16.7,83.3,100,0,54.5,45.5,0.5,2,24.4,0.2,1.1,19.2,0.4,0.6,64.3,0.2,0.5,0.7,0.4,0.3,0.2,0.1,0.7,0,0,-3.3
Brandan Wright,29,MEM,NBA,2016-17,21,3,309,65,105,65,104,0,1,16,26,23,34,57,8,10,11,5,31,146,0.619,0.625,0,0.619,0.615,0.627,99.2,0.8,88.6,2.2,0,13,11.4,18.9,86.5,89,11,0,0,89,11,3,4.9,62.1,0,0,0,0.8,1.2,63.6,1,1.7,2.7,0.5,0.4,0.4,0.7,1.5,0,0,1.3
Delon Wright,24,TOR,NBA,2016-17,20,0,337,39,92,32,68,7,24,34,43,10,29,39,38,20,10,19,28,119,0.424,0.471,0.292,0.462,0.791,0.536,74.3,25.7,52.5,1.4,19.1,18.4,28.4,25.5,51.1,13.5,86.5,55.6,44.4,21.7,78.3,1.8,4,43.8,0.3,1,33.3,1.5,2,78.4,0.5,1.2,1.8,2.2,0.9,1,0.4,1.2,0,0,2.9
James Young,21,BOS,NBA,2016-17,26,0,204,25,56,13,23,12,33,5,7,6,18,24,4,8,1,4,13,67,0.446,0.565,0.364,0.554,0.714,0.567,40.4,59.6,38.8,3,53.7,3,7.5,17.9,35.8,76.9,23.1,100,0,88,12,0.9,2,43.9,0.4,1.2,35.3,0.2,0.3,71.4,0.2,0.7,0.9,0.1,0.1,0.4,0.1,0.5,0,0,-1.4
Joe Young,24,IND,NBA,2016-17,30,0,132,25,70,20,47,5,23,11,15,1,15,16,15,4,0,5,5,66,0.357,0.426,0.217,0.393,0.733,0.431,68.1,31.9,61.8,32.4,22.1,19.1,16.2,27.9,29.4,23.8,76.2,40,60,26.9,73.1,0.8,2.2,36.1,0.2,0.7,21.7,0.3,0.5,73.3,0,0.5,0.5,0.5,0.2,0.1,0,0.2,0,0,-1.7
Nick Young,31,LAL,NBA,2016-17,60,60,1556,272,633,102,212,170,421,77,90,25,112,137,58,37,14,36,137,791,0.43,0.481,0.404,0.564,0.856,0.588,33.5,66.5,25.8,13.4,64.5,18.7,9.7,18,12.4,52.9,47.1,91.8,8.2,77.2,22.8,4.5,10.6,43,2.8,7,40.4,1.3,1.5,85.6,0.4,1.9,2.3,1,0.6,0.6,0.2,2.3,0,0,-3.5
